PolicySeed,EvalSeed,LearningRate,Climate,reward_mean,reward_std,power_mean,power_std,comfort_mean,comfort_std,reward_std_mean,reward_std_std,comfort_prop,reward_cv,log_reward_cv,log_power_mean
42,133,LR00005,Cool,1.0963407056931653,0.0007709638865558923,2739.440091901442,10.622138545312653,10.779680365296803,0.14659004864529934,0.1770503025224358,0.0007189669277860689,0.10779680365296804,0.004852005383576635,-0.18820958444252814,-1.562963080459123
42,133,LR00005,Hot,1.0281956852041323,0.0003016897894686514,3044.7822377440943,6.029060874966558,5.677796803652968,0.05517201661860648,0.1226012838891486,0.00038659381456561257,0.05677796803652968,0.0018883693523007712,-0.7872971006265083,-0.32954116603700595
42,133,LR00005,Mix,-1.103347026960385,0.028616032083340143,3438.174014690205,483.88999808894783,7.166032470826991,0.8066160293704104,0.2194358782311557,0.026589590081689252,0.07166032470826991,0.15314605454905988,2.0032679815119954,1.0887591658646896
42,133,LR0001,Cool,0.5109608520315608,0.0006924257891600324,2983.6357319560134,15.08780539088881,8.557220319634704,0.033441979786234886,0.17175501375528993,0.0006929663207890253,0.08557220319634704,0.004162807432720549,-0.28546902951494957,-0.5663268928492834
42,133,LR0001,Hot,0.9874206865768084,0.00025100172138654446,3057.1505515037397,4.687201505257313,7.316067351598173,0.1394164397091946,0.12179526659734234,0.0005376443069142978,0.07316067351598173,0.0015660170300751276,-0.9061258510770102,-0.2822241061936885
42,133,LR0001,Mix,-0.9298748299865983,0.017063465507065733,3518.2763628478983,333.56360305715884,6.137209260844749,0.5194100526047938,0.21863417271164068,0.022883242208125147,0.06137209260844749,0.09240995747576301,1.682572450650064,1.357583329325837
42,133,LateDecayLR,Cool,1.1432650421303507,0.0006348231368575658,2899.3568656518414,8.148695877989221,7.2584189497716896,0.16497849095414363,0.1764812451624586,0.0009225909309566354,0.07258418949771689,0.004010266080419556,-0.3091690577585017,-0.9007673913662549
42,133,LateDecayLR,Hot,0.699886778872619,0.0004739080589952352,2789.111134326239,5.69682130064608,13.51084474885845,0.14287299524058208,0.13776317009036704,0.0005081999334584131,0.1351084474885845,0.0028908298169454095,-0.516962015749624,-1.3532319304858558
42,133,LateDecayLR,Mix,-0.24035974513937902,0.0016845452488732586,3314.6125423266653,35.34103880399244,6.195295852359209,0.23618149747755465,0.21189901823193305,0.008964380692951175,0.06195295852359209,0.009577498179725988,0.24349899773777925,0.6615541953133861
42,212,LR00005,Cool,1.0991417656842941,0.0009721252108457255,2739.2847328554317,15.254613519400257,10.782676940639268,0.1612908089766078,0.17712692388916124,0.0010539462571974361,0.10782676940639269,0.006119370713900132,-0.04088339886424256,-1.5636250148626105
42,212,LR00005,Hot,1.0237691213787137,0.00019027769528767532,3045.788627844049,4.597960192780286,5.689497716894977,0.0874218834009557,0.12282944424227393,0.00040716891173958283,0.05689497716894978,0.0011905874409724603,-1.0801290692294867,-0.3256838770616246
42,212,LR00005,Mix,-0.9388358955907147,0.02159481170985424,3401.205366192945,342.16470462726295,7.148560375443937,0.8344948168272889,0.217814147282061,0.0220877936394359,0.07148560375443937,0.11687810187146493,1.8316950025497163,0.9625733522795018
42,212,LR0001,Cool,0.5453232273984592,0.0007958421457232304,2974.125005961869,15.257413300180183,8.55736301369863,0.029549804811014994,0.17151326856891388,0.0008389688739487152,0.08557363013698631,0.004797134135295219,-0.1954299166044517,-0.6035919352017607
42,212,LR0001,Hot,0.9778895884945248,0.0002087452474696556,3059.617333804857,3.8352920973964038,7.283533105022831,0.09979901038991744,0.1218592262868384,0.00027901167050467686,0.07283533105022831,0.0013013923632573042,-1.0236357311642248,-0.2728099093635193
42,212,LR0001,Mix,-0.9829474096317373,0.021044394176711383,3532.1282703519887,415.3645670952708,6.1503735990037365,0.5474149862029308,0.2186580599003277,0.025051483369467928,0.06150373599003736,0.11355448094985543,1.8133805493530053,1.4034491664866093
42,212,LateDecayLR,Cool,1.1605734426555723,0.0005679938728906282,2900.7882094017095,12.370862802415216,7.148116438356165,0.1310468238104363,0.17626986155495658,0.0006654058316883384,0.07148116438356164,0.003593089760243814,-0.37890343846787794,-0.8950067375575483
42,212,LateDecayLR,Hot,0.7014957198629809,0.0004853595681570167,2789.516838457983,5.1227573742749515,13.493578767123287,0.22614532047678726,0.13766459290400082,0.0004818295661590637,0.13493578767123288,0.0029610531733565183,-0.5017248904485946,-1.3515343015649774
42,212,LateDecayLR,Mix,-0.3840579708388177,0.007139937146044482,3343.4682984394144,131.2879976081117,6.366778626624518,0.12331480811101124,0.2137912182296394,0.015608283200773641,0.06366778626624518,0.04017697350403789,1.1537859837735225,0.7627289315900496
88,133,LR00005,Cool,1.1905599034649121,0.0008324762941524735,2770.9452789585657,14.669890755138404,9.776826484018265,0.1070935223445964,0.1801482667461409,0.0009278599754353093,0.09776826484018265,0.005278914832936951,-0.13467426808094862,-1.429499237617244
88,133,LR00005,Hot,1.0380372145919547,0.0002951639544190415,3028.8469299537273,5.748993869694876,6.8751426940639275,0.1718562787824604,0.12221651530954496,0.000349889619866132,0.06875142694063928,0.001848969821346375,-0.8006827939132739,-0.3907884168319429
88,133,LR00005,Mix,-0.489652449362462,0.001228364591706767,3205.770365285387,12.877115019885046,9.825342465753426,0.19717255533710287,0.21195340681159386,0.0019279065888380402,0.09825342465753426,0.006860290832936343,0.03167315427375341,0.2718387196534998
88,133,LR0001,Cool,0.28196660192163686,0.0005796493173916269,3222.554839375993,11.403586513791561,5.189783105022832,0.08751059008346797,0.16631692522722258,0.0006871728126733983,0.05189783105022831,0.003424875516299471,-0.40934248082620645,0.3327913136020209
88,133,LR0001,Hot,0.404884104346887,0.0002434778321161854,2986.9650740820575,4.578634058057993,13.181649543378995,0.08917865282008339,0.12429267043679135,0.0003289687379380326,0.13181649543378995,0.0014519994992159327,-0.9541161000178908,-0.5533098783710355
88,133,LR0001,Mix,-0.7943692094208761,0.0007607209725093051,3496.159760273993,15.56769964311143,6.223030821917808,0.06137311685054243,0.2140379516122123,0.001048422474990682,0.062230308219178083,0.004158596590338648,-0.2861115228924225,1.283976233656622
88,133,LateDecayLR,Cool,0.5650175241744206,0.0009672291976867393,3036.2988435361212,17.09819032073171,8.005707762557076,0.05500159891345428,0.1718574277801463,0.0008515103425408928,0.08005707762557077,0.005839021995764799,-0.0706549585579243,-0.3621070394372698
88,133,LateDecayLR,Hot,-0.18251840807311726,0.00027271726369938927,2977.312316727455,5.651923815600785,15.29337899543379,0.06974345481750681,0.12897042372391299,0.0003161055058111228,0.1529337899543379,0.0015570448532640242,-0.9097735137578867,-0.591090120118425
88,133,LateDecayLR,Mix,-0.9385507155331146,0.0010118800807493427,3368.476383623777,19.46107523981092,10.743578767123287,0.06690046093824989,0.2167441118122781,0.0013216896510502966,0.10743578767123287,0.005476729547891901,-0.11131994003553494,0.8497092704704425
88,212,LR00005,Cool,1.1952863811602197,0.0008614540144009302,2771.078896892274,13.838917568200932,9.75513698630137,0.10040420652005573,0.18004230433123475,0.0010544894727472936,0.0975513698630137,0.005464750695792451,-0.11271000640803054,-1.4289364350865146
88,212,LR00005,Hot,1.0440335296214869,0.0003285617884108788,3027.24120149406,6.325119297976375,6.920091324200913,0.12283246292213079,0.12213866619250249,0.0003666975438583976,0.06920091324200914,0.0020591640570276687,-0.7323283275476045,-0.3969778792953722
88,212,LR00005,Mix,-0.49972215681831395,0.0010320128945482396,3206.1508744634784,12.120427335157668,9.906820776255708,0.20299286813695785,0.21206307860090842,0.0016538664532087242,0.09906820776255708,0.005759569693601577,-0.07935265527983765,0.27322406458471227
88,212,LR0001,Cool,0.3035993180680446,0.0005988182832497351,3217.596780719543,12.050729818565939,5.174657534246576,0.0941921912337516,0.1661969969423294,0.0007266045976493068,0.05174657534246576,0.003543893317443328,-0.38765573765426214,0.3148192805064913
88,212,LR0001,Hot,0.40212738755323685,0.0002839157080281978,2987.4303215280565,5.506919959933874,13.193921232876713,0.08627617219845231,0.12429277699560229,0.0004422961429805753,0.13193921232876712,0.0016928002824877825,-0.8567041861947275,-0.551492015658342
88,212,LR0001,Mix,-0.8052443878407888,0.0008615989180808877,3498.8480534386313,17.57354467358614,6.223316210045661,0.04551423841296398,0.21416186249454278,0.0011553286959995334,0.06223316210045662,0.004706504782403756,-0.207538361196466,1.2929480566307119
88,212,LateDecayLR,Cool,0.5506892472635063,0.0008981251992513887,3037.050331475169,18.684347186448868,8.042808219178081,0.10797846945805138,0.17199302738695038,0.0008455035813207904,0.08042808219178081,0.005415896926466515,-0.1184108941840863,-0.35921857397572327
88,212,LateDecayLR,Hot,-0.1872753493878559,0.00019688882678820614,2979.179513826626,5.158436907794256,15.283533105022832,0.07842654982295148,0.12887894173975906,0.0002891329128970524,0.1528353310502283,0.0011237240381862948,-1.1168221170201662,-0.583772493674513
88,212,LateDecayLR,Mix,-0.9740820169132997,0.0009372751386529694,3379.4915845619557,18.607323370264677,10.720319634703197,0.06324388530242876,0.21741257058973043,0.001157784178998981,0.10720319634703196,0.005060565932305066,-0.16149144731339785,0.8878165111615971
133,133,LR00005,Cool,0.8799910599118103,0.0007411920255177207,2732.4214978215764,15.310796860195602,11.428938356164384,0.05099381034207576,0.181807689748473,0.0005895757309139077,0.11428938356164384,0.004585285206600246,-0.22410346860020167,-1.592904539353781
