episode_num,mean_reward,std_reward,mean_reward_comfort_term,std_reward_comfort_term,mean_reward_energy_term,std_reward_energy_term,mean_abs_comfort_penalty,std_abs_comfort_penalty,mean_abs_energy_penalty,std_abs_energy_penalty,mean_temperature_violation,std_temperature_violation,mean_power_demand,std_power_demand,cumulative_power_demand,comfort_violation_time(%),length(timesteps),time_elapsed(hours),terminated,truncated,PolicySeed,EvalSeed,LearningRate,Climate
18,-0.167818828988077,0.1242797574908424,-0.0184753167775052,0.0609319280296727,-0.1493435122105717,0.1231974303461787,-0.0369506335550104,0.1218638560593455,-2986.8702442114354,2463.948606923575,0.0369506335550104,0.1218638560593455,2986.8702442114354,2463.948606923575,104659933.35716867,13.37328767123288,35040,8760.083333333334,False,True,88,133,LR0001,Hot
19,-0.1675294499507058,0.1248074270075428,-0.0183028364675792,0.0606165068836686,-0.1492266134831265,0.1237541208516815,-0.0366056729351584,0.1212330137673372,-2984.532269662531,2475.0824170336314,0.0366056729351584,0.1212330137673372,2984.532269662531,2475.0824170336314,104578010.72897509,13.019406392694064,35040,8760.125,False,True,88,133,LR0001,Hot
20,-0.1681140991737339,0.1248659894756846,-0.0183056595033009,0.0602352985319585,-0.149808439670433,0.1240384874846582,-0.0366113190066018,0.120470597063917,-2996.1687934086613,2480.7697496931655,0.0366113190066018,0.120470597063917,2996.1687934086613,2480.7697496931655,104985754.52103949,13.193493150684931,35040,8760.125,False,True,88,133,LR0001,Hot
21,-0.1673918897138539,0.1241199456411835,-0.0181757925374324,0.0601757616267925,-0.1492160971764215,0.1231618023173067,-0.0363515850748648,0.120351523253585,-2984.3219435284304,2463.236046346134,0.0363515850748648,0.120351523253585,2984.3219435284304,2463.236046346134,104570640.9012362,13.105022831050228,35040,8760.125,False,True,88,133,LR0001,Hot
2,-0.1596689224537366,0.1822837121090625,-0.0199348912405585,0.0725798394927299,-0.139734031213178,0.1819897761322388,-0.0398697824811171,0.1451596789854599,-2794.6806242635607,3639.795522644776,0.0398697824811171,0.1451596789854599,2794.6806242635607,3639.795522644776,97925609.07419516,9.609018264840184,35040,8760.083333333334,False,True,198,212,LR00005,Cool
3,-0.1579681551399691,0.1816493922235965,-0.0193817199194745,0.071571898333627,-0.1385864352204945,0.1812764143719773,-0.0387634398389491,0.143143796667254,-2771.728704409892,3625.528287439547,0.0387634398389491,0.143143796667254,2771.728704409892,3625.528287439547,97121373.8025226,9.483447488584474,35040,8760.083333333334,False,True,198,212,LR00005,Cool
4,-0.158807104524069,0.1824330058693075,-0.0197553085434232,0.0723559387371208,-0.1390517959806458,0.1822211093492571,-0.0395106170868464,0.1447118774742416,-2781.0359196129166,3644.422186985142,0.0395106170868464,0.1447118774742416,2781.0359196129166,3644.422186985142,97447498.6232366,9.509132420091325,35040,8760.083333333334,False,True,198,212,LR00005,Cool
5,-0.1589030280487175,0.1816910565243291,-0.0189581237871205,0.0704713354166729,-0.1399449042615969,0.1817555643785831,-0.037916247574241,0.1409426708333458,-2798.898085231939,3635.111287571663,0.037916247574241,0.1409426708333458,2798.898085231939,3635.111287571663,98073388.90652716,9.346461187214611,35040,8760.083333333334,False,True,198,212,LR00005,Cool
6,-0.1588644682165957,0.1823515509277857,-0.0201490620885684,0.0736109229695804,-0.1387154061280272,0.1818440766655752,-0.0402981241771369,0.1472218459391609,-2774.308122560545,3636.881533311503,0.0402981241771369,0.1472218459391609,2774.308122560545,3636.881533311503,97211756.6145215,9.54623287671233,35040,8760.083333333334,False,True,198,212,LR00005,Cool
7,-0.1583200805622293,0.1815610847579089,-0.020051996925481,0.0733868591110129,-0.1382680836367482,0.1810619733728273,-0.0401039938509621,0.1467737182220259,-2765.3616727349645,3621.239467456546,0.0401039938509621,0.1467737182220259,2765.3616727349645,3621.239467456546,96898273.01263316,9.58904109589041,35040,8760.083333333334,False,True,198,212,LR00005,Cool
8,-0.1588298754522125,0.1817991105532983,-0.0196333044987168,0.0719577841693383,-0.1391965709534956,0.1817059257004833,-0.0392666089974337,0.1439155683386766,-2783.931419069913,3634.118514009668,0.0392666089974337,0.1439155683386766,2783.931419069913,3634.118514009668,97548956.92420974,9.549086757990867,35040,8760.083333333334,False,True,198,212,LR00005,Cool
9,-0.1588218775890771,0.1815496667375701,-0.0199430448165925,0.0727836779713564,-0.1388788327724846,0.1811141825315329,-0.039886089633185,0.1455673559427129,-2777.576655449693,3622.2836506306594,0.039886089633185,0.1455673559427129,2777.576655449693,3622.2836506306594,97326286.00695723,9.637557077625573,35040,8760.083333333334,False,True,198,212,LR00005,Cool
10,-0.1581979645192199,0.1820842980512548,-0.0198273766251772,0.0728034385091104,-0.1383705878940426,0.1812598807726273,-0.0396547532503545,0.1456068770182208,-2767.4117578808527,3625.1976154525473,0.0396547532503545,0.1456068770182208,2767.4117578808527,3625.1976154525473,96970107.99614508,9.49486301369863,35040,8760.083333333334,False,True,198,212,LR00005,Cool
11,-0.1590595935338777,0.1828282751589929,-0.019361357718073,0.0716518205945686,-0.1396982358158046,0.182499419860194,-0.0387227154361461,0.1433036411891372,-2793.964716316093,3649.98839720388,0.0387227154361461,0.1433036411891372,2793.964716316093,3649.98839720388,97900523.6597159,9.44634703196347,35040,8760.083333333334,False,True,198,212,LR00005,Cool
12,-0.1592321642487251,0.1825227197385541,-0.018834274864109,0.0702199511625381,-0.140397889384616,0.1824873860338615,-0.0376685497282181,0.1404399023250763,-2807.9577876923204,3649.74772067723,0.0376685497282181,0.1404399023250763,2807.9577876923204,3649.74772067723,98390840.88073891,9.286529680365296,35040,8760.083333333334,False,True,198,212,LR00005,Cool
13,-0.158149663179096,0.1813499690615952,-0.0193008959418262,0.0712295792095884,-0.1388487672372697,0.1813015788404572,-0.0386017918836525,0.1424591584191768,-2776.9753447453945,3626.031576809145,0.0386017918836525,0.1424591584191768,2776.9753447453945,3626.031576809145,97305216.07987864,9.32933789954338,35040,8760.083333333334,False,True,198,212,LR00005,Cool
14,-0.1585208963363252,0.1818511367039936,-0.0193230538400291,0.0709069640178338,-0.139197842496296,0.1818173601212901,-0.0386461076800582,0.1418139280356676,-2783.9568499259212,3636.347202425804,0.0386461076800582,0.1418139280356676,2783.9568499259212,3636.347202425804,97549848.02140428,9.560502283105023,35040,8760.083333333334,False,True,198,212,LR00005,Cool
15,-0.1591722810183985,0.1824521683715734,-0.0199575767628448,0.0732139775828969,-0.1392147042555536,0.1816570074436145,-0.0399151535256896,0.1464279551657938,-2784.2940851110725,3633.1401488722913,0.0399151535256896,0.1464279551657938,2784.2940851110725,3633.1401488722913,97561664.742292,9.58904109589041,35040,8760.083333333334,False,True,198,212,LR00005,Cool
16,-0.1595621090130651,0.182896223967673,-0.0195710789839217,0.0719083062487414,-0.1399910300291434,0.182849157838264,-0.0391421579678434,0.1438166124974828,-2799.8206005828692,3656.983156765281,0.0391421579678434,0.1438166124974828,2799.8206005828692,3656.983156765281,98105713.84442374,9.42922374429224,35040,8760.083333333334,False,True,198,212,LR00005,Cool
17,-0.1585885280983961,0.1825481230689325,-0.019245408956187,0.0711662187785418,-0.1393431191422091,0.1824541311597038,-0.038490817912374,0.1423324375570837,-2786.8623828441823,3649.082623194076,0.038490817912374,0.1423324375570837,2786.8623828441823,3649.082623194076,97651657.89486016,9.489155251141552,35040,8760.083333333334,False,True,198,212,LR00005,Cool
18,-0.1587848443734966,0.1829449211767019,-0.0194850651948419,0.0719392024695578,-0.1392997791786547,0.1828396935298734,-0.0389701303896838,0.1438784049391157,-2785.995583573094,3656.793870597467,0.0389701303896838,0.1438784049391157,2785.995583573094,3656.793870597467,97621285.2484012,9.409246575342465,35040,8760.083333333334,False,True,198,212,LR00005,Cool
19,-0.1580576414824591,0.1815213428771826,-0.0198048354809866,0.0728873092728838,-0.1382528060014725,0.1809810935874019,-0.0396096709619733,0.1457746185457676,-2765.05612002945,3619.6218717480374,0.0396096709619733,0.1457746185457676,2765.05612002945,3619.6218717480374,96887566.44583192,9.537671232876711,35040,8760.083333333334,False,True,198,212,LR00005,Cool
20,-0.1592317798831648,0.1822530719094378,-0.0193340049602544,0.0713622780201669,-0.1398977749229104,0.182328093875188,-0.0386680099205088,0.1427245560403338,-2797.955498458208,3646.561877503761,0.0386680099205088,0.1427245560403338,2797.955498458208,3646.561877503761,98040360.66597562,9.377853881278538,35040,8760.083333333334,False,True,198,212,LR00005,Cool
21,-0.1594821262318502,0.1821549176182724,-0.0202499118937412,0.0733052386160544,-0.1392322143381089,0.1817018823577005,-0.0404998237874825,0.1466104772321088,-2784.644286762179,3634.037647154011,0.0404998237874825,0.1466104772321088,2784.644286762179,3634.037647154011,97573935.80814676,9.728881278538813,35040,8760.083333333334,False,True,198,212,LR00005,Cool
2,-0.1850860817823299,0.134611438429322,-0.0384120512482951,0.0997332383277746,-0.1466740305340347,0.1255016128207018,-0.0768241024965903,0.1994664766555492,-2933.480610680695,2510.0322564140356,0.0768241024965903,0.1994664766555492,2933.480610680695,2510.0322564140356,102789160.59825157,17.588470319634702,35040,8760.125,False,True,198,212,LateDecayLR,Hot
3,-0.1853751547894776,0.1341545855941223,-0.038227876326341,0.0992478215940239,-0.1471472784631365,0.1253507438986442,-0.076455752652682,0.1984956431880478,-2942.945569262731,2507.0148779728843,0.076455752652682,0.1984956431880478,2942.945569262731,2507.0148779728843,103120812.7469661,17.66837899543379,35040,8760.125,False,True,198,212,LateDecayLR,Hot
4,-0.185567553305747,0.134340223058729,-0.0387112390042795,0.100386188344506,-0.1468563143014674,0.1250433383353882,-0.0774224780085591,0.2007723766890121,-2937.1262860293486,2500.866766707765,0.0774224780085591,0.2007723766890121,2937.1262860293486,2500.866766707765,102916905.06246838,17.59417808219178,35040,8760.125,False,True,198,212,LateDecayLR,Hot
5,-0.1855749612994605,0.1342830079986916,-0.038492575456513,0.0999601451864629,-0.1470823858429475,0.1252052175137886,-0.076985150913026,0.1999202903729258,-2941.64771685895,2504.1043502757716,0.076985150913026,0.1999202903729258,2941.64771685895,2504.1043502757716,103075335.9987376,17.611301369863014,35040,8760.125,False,True,198,212,LateDecayLR,Hot
6,-0.1851972108767723,0.1344781648913577,-0.038317731247231,0.1000596858459393,-0.1468794796295413,0.1251765279403211,-0.076635462494462,0.2001193716918786,-2937.589592590826,2503.530558806422,0.076635462494462,0.2001193716918786,2937.589592590826,2503.530558806422,102933139.32438254,17.597031963470318,35040,8760.0625,False,True,198,212,LateDecayLR,Hot
7,-0.1853506322771683,0.134306520404006,-0.0385557911964528,0.0999458705977362,-0.1467948410807154,0.1251652661321484,-0.0771115823929056,0.1998917411954724,-2935.89682161431,2503.3053226429683,0.0771115823929056,0.1998917411954724,2935.89682161431,2503.3053226429683,102873824.6293654,17.628424657534246,35040,8760.125,False,True,198,212,LateDecayLR,Hot
8,-0.1855642236768295,0.1342018446988728,-0.0386262445207582,0.1002799908010544,-0.1469379791560713,0.1249191594186318,-0.0772524890415164,0.2005599816021088,-2938.7595831214257,2498.3831883726357,0.0772524890415164,0.2005599816021088,2938.7595831214257,2498.3831883726357,102974135.79257476,17.605593607305934,35040,8760.125,False,True,198,212,LateDecayLR,Hot
9,-0.1858793169107748,0.1347158147939574,-0.0385426098337942,0.0999613539288807,-0.1473367070769805,0.1257400980651569,-0.0770852196675885,0.1999227078577614,-2946.73414153961,2514.8019613031393,0.0770852196675885,0.1999227078577614,2946.73414153961,2514.8019613031393,103253564.31954794,17.61700913242009,35040,8760.125,False,True,198,212,LateDecayLR,Hot
10,-0.1849845153665492,0.1337987455934186,-0.0381430382288611,0.0990578317020764,-0.146841477137688,0.1249826187704581,-0.0762860764577222,0.1981156634041528,-2936.829542753762,2499.6523754091627,0.0762860764577222,0.1981156634041528,2936.829542753762,2499.6523754091627,102906507.1780918,17.599885844748858,35040,8760.083333333334,False,True,198,212,LateDecayLR,Hot
11,-0.1855557347195184,0.1339392140108546,-0.038012941645659,0.0988596140223468,-0.1475427930738594,0.1253038624527169,-0.076025883291318,0.1977192280446936,-2950.8558614771887,2506.077249054338,0.076025883291318,0.1977192280446936,2950.8558614771887,2506.077249054338,103397989.38616069,17.597031963470318,35040,8760.125,False,True,198,212,LateDecayLR,Hot
12,-0.1853119759739202,0.1344005192567544,-0.0384365860492101,0.0997666471798477,-0.14687538992471,0.1253322479030336,-0.0768731720984203,0.1995332943596955,-2937.507798494201,2506.6449580606727,0.0768731720984203,0.1995332943596955,2937.507798494201,2506.6449580606727,102930273.2592368,17.614155251141554,35040,8760.125,False,True,198,212,LateDecayLR,Hot
13,-0.1851033597703767,0.1345252777516534,-0.0384417058714775,0.0995730597475193,-0.1466616538988992,0.1255667025864888,-0.076883411742955,0.1991461194950387,-2933.2330779779845,2511.334051729776,0.076883411742955,0.1991461194950387,2933.2330779779845,2511.334051729776,102780487.05234858,17.597031963470318,35040,8760.0625,False,True,198,212,LateDecayLR,Hot
14,-0.1852173321426071,0.1334437723415764,-0.0386043194068797,0.1000036587756681,-0.1466130127357273,0.1242180200640991,-0.0772086388137595,0.2000073175513363,-2932.2602547145466,2484.3604012819824,0.0772086388137595,0.2000073175513363,2932.2602547145466,2484.3604012819824,102746399.32519773,17.64554794520548,35040,8760.125,False,True,198,212,LateDecayLR,Hot
15,-0.1853709246239689,0.1340345255491287,-0.0386022214885153,0.1001102892553824,-0.1467687031354535,0.1248531503006396,-0.0772044429770307,0.2002205785107648,-2935.374062709071,2497.063006012793,0.0772044429770307,0.2002205785107648,2935.374062709071,2497.063006012793,102855507.15732583,17.59417808219178,35040,8760.125,False,True,198,212,LateDecayLR,Hot
16,-0.1855361523174695,0.1346756571588313,-0.0386749614549156,0.100283625191406,-0.1468611908625539,0.1253278235230077,-0.0773499229098312,0.2005672503828121,-2937.223817251079,2506.5564704601547,0.0773499229098312,0.2005672503828121,2937.223817251079,2506.5564704601547,102920322.5564778,17.656963470319635,35040,8760.125,False,True,198,212,LateDecayLR,Hot
17,-0.185622608472466,0.1345966329107966,-0.0388764035633504,0.1007787893550816,-0.1467462049091155,0.1250463149045045,-0.0777528071267008,0.2015575787101633,-2934.924098182311,2500.9262980900908,0.0777528071267008,0.2015575787101633,2934.924098182311,2500.9262980900908,102839740.40030818,17.64554794520548,35040,8760.0625,False,True,198,212,LateDecayLR,Hot
18,-0.1853880201489464,0.1344624525488086,-0.0385661230586879,0.099869909070729,-0.1468218970902585,0.1254421998923511,-0.0771322461173758,0.199739818141458,-2936.4379418051694,2508.8439978470237,0.0771322461173758,0.199739818141458,2936.4379418051694,2508.8439978470237,102892785.48085314,17.69406392694064,35040,8760.0625,False,True,198,212,LateDecayLR,Hot
19,-0.1854157333171679,0.1347567772991579,-0.03916027308643,0.1013602146171187,-0.1462554602307379,0.1248467827076116,-0.0783205461728601,0.2027204292342374,-2925.109204614758,2496.935654152233,0.0783205461728601,0.2027204292342374,2925.109204614758,2496.935654152233,102495826.52970111,17.676940639269407,35040,8760.125,False,True,198,212,LateDecayLR,Hot
20,-0.1855170794678975,0.1346684414200828,-0.0384420105529766,0.0999590727099412,-0.1470750689149208,0.1255102224527071,-0.0768840211059533,0.1999181454198824,-2941.501378298417,2510.2044490541425,0.0768840211059533,0.1999181454198824,2941.501378298417,2510.2044490541425,103070208.29557651,17.57420091324201,35040,8760.125,False,True,198,212,LateDecayLR,Hot
21,-0.1857731516360503,0.1344411567295889,-0.038500482873598,0.0998440575458287,-0.1472726687624523,0.1254939274894961,-0.0770009657471961,0.1996881150916574,-2945.4533752490465,2509.8785497899216,0.0770009657471961,0.1996881150916574,2945.4533752490465,2509.8785497899216,103208686.2687266,17.59417808219178,35040,8760.125,False,True,198,212,LateDecayLR,Hot
2,-0.1702096190141334,0.1683249395619619,-0.0207301186884728,0.0707179621308547,-0.1494795003256606,0.1689993170267639,-0.0414602373769456,0.1414359242617094,-2989.590006513213,3379.9863405352785,0.0414602373769456,0.1414359242617094,2989.590006513213,3379.9863405352785,104755233.828223,10.448059360730594,35040,8760.0625,False,True,133,133,LR0001,Cool
3,-0.1712348296937613,0.1691840793424462,-0.0205006388317415,0.0705422784025772,-0.1507341908620196,0.1699877602973742,-0.0410012776634831,0.1410845568051544,-3014.683817240393,3399.755205947484,0.0410012776634831,0.1410845568051544,3014.683817240393,3399.755205947484,105634520.95610338,10.313926940639268,35040,8760.0625,False,True,133,133,LR0001,Cool
4,-0.1710154088108509,0.1691249038832003,-0.0207527394507575,0.0710232266175505,-0.1502626693600933,0.1698634431385652,-0.041505478901515,0.1420464532351011,-3005.253387201866,3397.268862771305,0.041505478901515,0.1420464532351011,3005.253387201866,3397.268862771305,105304078.6875534,10.393835616438356,35040,8760.0625,False,True,133,133,LR0001,Cool
5,-0.1718506950003959,0.1697924283245227,-0.0203611424039746,0.0700374609274661,-0.1514895525964212,0.1708437031343014,-0.0407222848079493,0.1400749218549322,-3029.7910519284233,3416.87406268603,0.0407222848079493,0.1400749218549322,3029.7910519284233,3416.87406268603,106163878.45957196,10.271118721461187,35040,8760.0625,False,True,133,133,LR0001,Cool
6,-0.1715528071569415,0.1693906534258581,-0.0203280313784665,0.0698055131739897,-0.1512247757784749,0.1705405687085966,-0.040656062756933,0.1396110263479795,-3024.4955155695,3410.811374171932,0.040656062756933,0.1396110263479795,3024.4955155695,3410.811374171932,105978322.86555529,10.365296803652967,35040,8760.0625,False,True,133,133,LR0001,Cool
7,-0.170045746438621,0.169281750050491,-0.0200634242739774,0.0689861853966077,-0.1499823221646436,0.1704193253191175,-0.0401268485479549,0.1379723707932155,-2999.6464432928715,3408.3865063823514,0.0401268485479549,0.1379723707932155,2999.6464432928715,3408.3865063823514,105107611.37298222,10.2425799086758,35040,8760.0625,False,True,133,133,LR0001,Cool
8,-0.1717151091518372,0.1694826215305156,-0.0206736619458123,0.070715772449706,-0.1510414472060248,0.1703345184678998,-0.0413473238916247,0.141431544899412,-3020.8289441204965,3406.6903693579975,0.0413473238916247,0.141431544899412,3020.8289441204965,3406.6903693579975,105849846.2019822,10.296803652968038,35040,8760.0625,False,True,133,133,LR0001,Cool
9,-0.1691353724166887,0.1680981307118452,-0.0199939120243316,0.0688807642986483,-0.1491414603923571,0.1690505729181605,-0.0399878240486632,0.1377615285972967,-2982.8292078471422,3381.011458363211,0.0399878240486632,0.1377615285972967,2982.8292078471422,3381.011458363211,104518335.44296388,10.282534246575342,35040,8760.0625,False,True,133,133,LR0001,Cool
10,-0.1704807822242503,0.1688725759236541,-0.0205440203320844,0.0706452291588878,-0.1499367618921658,0.1693435314080748,-0.0410880406641689,0.1412904583177757,-2998.735237843317,3386.8706281614964,0.0410880406641689,0.1412904583177757,2998.735237843317,3386.8706281614964,105075682.7340298,10.3824200913242,35040,8760.0625,False,True,133,133,LR0001,Cool
11,-0.1713034577109028,0.1699558276480866,-0.0204195316171532,0.0703524842719144,-0.1508839260937496,0.1708616867653749,-0.0408390632343065,0.1407049685438288,-3017.678521874992,3417.233735307499,0.0408390632343065,0.1407049685438288,3017.678521874992,3417.233735307499,105739455.40649971,10.293949771689498,35040,8760.0625,False,True,133,133,LR0001,Cool
12,-0.1709618436726574,0.1691373795947972,-0.020079417275084,0.069160313795076,-0.1508824263975734,0.1701971920164833,-0.0401588345501681,0.1383206275901521,-3017.648527951468,3403.943840329667,0.0401588345501681,0.1383206275901521,3017.648527951468,3403.943840329667,105738404.41941944,10.342465753424658,35040,8760.0625,False,True,133,133,LR0001,Cool
13,-0.1706135008005156,0.169483579956593,-0.0205136975146112,0.0700912454824207,-0.1500998032859044,0.1703309739015999,-0.0410273950292224,0.1401824909648414,-3001.9960657180886,3406.619478031998,0.0410273950292224,0.1401824909648414,3001.9960657180886,3406.619478031998,105189942.14276184,10.445205479452056,35040,8760.0625,False,True,133,133,LR0001,Cool
14,-0.1717276425625751,0.1699265445944457,-0.0204952140765814,0.0705047436113697,-0.1512324284859936,0.1707271312637987,-0.0409904281531629,0.1410094872227395,-3024.6485697198727,3414.5426252759744,0.0409904281531629,0.1410094872227395,3024.6485697198727,3414.5426252759744,105983685.88298434,10.413812785388128,35040,8760.0625,False,True,133,133,LR0001,Cool
15,-0.1704437398465459,0.1686952907502714,-0.0205646176173119,0.0701844636722042,-0.1498791222292339,0.1695637824707273,-0.0411292352346239,0.1403689273444084,-2997.5824445846793,3391.2756494145465,0.0411292352346239,0.1403689273444084,2997.5824445846793,3391.2756494145465,105035288.85824716,10.388127853881278,35040,8760.0625,False,True,133,133,LR0001,Cool
16,-0.1708579922860914,0.169004433830963,-0.0202043636300555,0.0694678904918609,-0.1506536286560358,0.1701008668094479,-0.040408727260111,0.1389357809837219,-3013.0725731207176,3402.0173361889574,0.040408727260111,0.1389357809837219,3013.0725731207176,3402.0173361889574,105578062.96214996,10.379566210045663,35040,8760.0625,False,True,133,133,LR0001,Cool
17,-0.1701337671343625,0.1697411378772786,-0.0209718450696072,0.0720650528412034,-0.1491619220647553,0.1699906269347773,-0.0419436901392144,0.1441301056824069,-2983.2384412951074,3399.8125386955467,0.0419436901392144,0.1441301056824069,2983.2384412951074,3399.8125386955467,104532674.98298056,10.353881278538813,35040,8760.0625,False,True,133,133,LR0001,Cool
18,-0.1711828181210283,0.1700795164565335,-0.0204578561612207,0.0703699027414066,-0.1507249619598076,0.1707998366105576,-0.0409157123224414,0.1407398054828133,-3014.4992391961528,3415.996732211152,0.0409157123224414,0.1407398054828133,3014.4992391961528,3415.996732211152,105628053.3414332,10.365296803652967,35040,8760.0625,False,True,133,133,LR0001,Cool
19,-0.1715870674031887,0.1695841059538583,-0.0201949530007625,0.0694086108994247,-0.1513921144024262,0.1706524603846056,-0.0403899060015251,0.1388172217988494,-3027.842288048524,3413.0492076921123,0.0403899060015251,0.1388172217988494,3027.842288048524,3413.0492076921123,106095593.77322029,10.365296803652967,35040,8760.0625,False,True,133,133,LR0001,Cool
