episode_num,mean_reward,std_reward,mean_reward_comfort_term,std_reward_comfort_term,mean_reward_energy_term,std_reward_energy_term,mean_abs_comfort_penalty,std_abs_comfort_penalty,mean_abs_energy_penalty,std_abs_energy_penalty,mean_temperature_violation,std_temperature_violation,mean_power_demand,std_power_demand,cumulative_power_demand,comfort_violation_time(%),length(timesteps),time_elapsed(hours),terminated,truncated
2,-0.15796887221057773,0.17543674664570344,-0.012758639390247668,0.056319756967054845,-0.14521023282033005,0.17514928439709287,-0.025517278780495336,0.11263951393410969,-2904.2046564066013,3502.985687941857,0.025517278780495336,0.11263951393410969,2904.2046564066013,3502.985687941857,101763331.16048731,7.06906392694064,35040,8760.083333333334,False,True
3,-0.15795726585253905,0.17560356217985607,-0.013192952544105758,0.057306123718494084,-0.1447643133084333,0.17522851043116358,-0.026385905088211516,0.11461224743698817,-2895.2862661686663,3504.5702086232714,0.026385905088211516,0.11461224743698817,2895.2862661686663,3504.5702086232714,101450830.76655006,7.260273972602739,35040,8760.083333333334,False,True
4,-0.15862600386396414,0.17668502583501652,-0.01364610158202919,0.059413018323588015,-0.14497990228193497,0.1760485857676148,-0.02729220316405838,0.11882603664717603,-2899.5980456386987,3520.971715352296,0.02729220316405838,0.11882603664717603,2899.5980456386987,3520.971715352296,101601915.51918,7.331621004566211,35040,8760.083333333334,False,True
5,-0.15754264806557944,0.17453923949896305,-0.012972240053653406,0.058506479837479676,-0.14457040801192603,0.17343781053733678,-0.02594448010730681,0.11701295967495935,-2891.40816023852,3468.756210746736,0.02594448010730681,0.11701295967495935,2891.40816023852,3468.756210746736,101314941.93475774,7.100456621004566,35040,8760.083333333334,False,True
6,-0.15846866516622718,0.1766280878084786,-0.013627853708691712,0.05957876838030044,-0.14484081145753547,0.1758326713623434,-0.027255707417383424,0.11915753676060088,-2896.816229150709,3516.653427246868,0.027255707417383424,0.11915753676060088,2896.816229150709,3516.653427246868,101504440.66944085,7.365867579908676,35040,8760.083333333334,False,True
7,-0.1588637808370437,0.1766051224974611,-0.013556965468142303,0.05978477294823934,-0.1453068153689014,0.17540300493018365,-0.027113930936284607,0.11956954589647868,-2906.136307378027,3508.060098603673,0.027113930936284607,0.11956954589647868,2906.136307378027,3508.060098603673,101831016.21052608,7.248858447488585,35040,8760.083333333334,False,True
8,-0.15729147883380853,0.17556709577066493,-0.012447511553756174,0.056261448630196324,-0.14484396728005236,0.17497672623301522,-0.02489502310751235,0.11252289726039265,-2896.8793456010476,3499.5345246603038,0.02489502310751235,0.11252289726039265,2896.8793456010476,3499.5345246603038,101506652.2698607,7.014840182648402,35040,8760.083333333334,False,True
9,-0.15735939445717065,0.1755523327323488,-0.013074909424741054,0.05829025780159154,-0.14428448503242958,0.17477262514598169,-0.026149818849482108,0.11658051560318308,-2885.689700648592,3495.4525029196334,0.026149818849482108,0.11658051560318308,2885.689700648592,3495.4525029196334,101114567.11072665,7.16324200913242,35040,8760.083333333334,False,True
10,-0.1581712449157138,0.17627646844355438,-0.013646522523690625,0.05967610234166138,-0.1445247223920232,0.17511510007619707,-0.02729304504738125,0.11935220468332276,-2890.494447840464,3502.3020015239413,0.02729304504738125,0.11935220468332276,2890.494447840464,3502.3020015239413,101282925.45232986,7.300228310502282,35040,8760.083333333334,False,True
11,-0.15957615487012627,0.17767111087047188,-0.013563661570328227,0.059682589509423345,-0.14601249329979804,0.1767570067219406,-0.027127323140656454,0.11936517901884669,-2920.2498659959606,3535.1401344388123,0.027127323140656454,0.11936517901884669,2920.2498659959606,3535.1401344388123,102325555.30449846,7.303082191780821,35040,8760.083333333334,False,True
12,-0.15827497409800126,0.17771583523053547,-0.013011368854892593,0.058971787890425835,-0.14526360524310863,0.176813929131746,-0.026022737709785186,0.11794357578085167,-2905.272104862173,3536.27858263492,0.026022737709785186,0.11794357578085167,2905.272104862173,3536.27858263492,101800734.55437054,7.043378995433789,35040,8760.083333333334,False,True
13,-0.15880600154864097,0.1760168918435358,-0.013955153911613326,0.05946938799065882,-0.14485084763702766,0.1754920665930307,-0.027910307823226652,0.11893877598131763,-2897.016952740553,3509.8413318606144,0.027910307823226652,0.11893877598131763,2897.016952740553,3509.8413318606144,101511474.02402897,7.588470319634704,35040,8760.083333333334,False,True
14,-0.1589533522514946,0.17611581360387837,-0.013828079181175436,0.059217286703892494,-0.14512527307031914,0.1755211966596438,-0.02765615836235087,0.11843457340778499,-2902.5054614063824,3510.423933192876,0.02765615836235087,0.11843457340778499,2902.5054614063824,3510.423933192876,101703791.36767964,7.531392694063927,35040,8760.083333333334,False,True
15,-0.15862799178982553,0.17605549290250933,-0.013505939762039856,0.05830053014296895,-0.14512205202778566,0.17557418789380888,-0.027011879524079713,0.1166010602859379,-2902.4410405557137,3511.4837578761776,0.027011879524079713,0.1166010602859379,2902.4410405557137,3511.4837578761776,101701534.06107222,7.445776255707763,35040,8760.083333333334,False,True
16,-0.1576306190880412,0.17662614731013723,-0.012841611412753931,0.057325396032207036,-0.1447890076752873,0.1758157798554468,-0.025683222825507862,0.11465079206441407,-2895.780153505746,3516.315597108936,0.025683222825507862,0.11465079206441407,2895.780153505746,3516.315597108936,101468136.57884134,7.11472602739726,35040,8760.083333333334,False,True
17,-0.1585249194632755,0.17711502743552499,-0.01283682385219522,0.05679776291888936,-0.14568809561108026,0.17692944488875892,-0.02567364770439044,0.11359552583777872,-2913.761912221605,3538.588897775178,0.02567364770439044,0.11359552583777872,2913.761912221605,3538.588897775178,102098217.40424505,7.086187214611872,35040,8760.083333333334,False,True
18,-0.15765511734523882,0.17658310128933033,-0.012958843730648543,0.05748832306490517,-0.1446962736145903,0.17603704530773479,-0.025917687461297086,0.11497664612981034,-2893.925472291806,3520.740906154696,0.025917687461297086,0.11497664612981034,2893.925472291806,3520.740906154696,101403148.54910487,7.157534246575342,35040,8760.083333333334,False,True
