episode_num,mean_reward,std_reward,mean_reward_comfort_term,std_reward_comfort_term,mean_reward_energy_term,std_reward_energy_term,mean_abs_comfort_penalty,std_abs_comfort_penalty,mean_abs_energy_penalty,std_abs_energy_penalty,mean_temperature_violation,std_temperature_violation,mean_power_demand,std_power_demand,cumulative_power_demand,comfort_violation_time(%),length(timesteps),time_elapsed(hours),terminated,truncated
2,-0.15348040651184205,0.12395854493883406,-0.006483753482565827,0.03829391764193201,-0.14699665302927623,0.12301390258649028,-0.012967506965131654,0.07658783528386402,-2939.9330605855243,2460.278051729805,0.012967506965131654,0.07658783528386402,2939.9330605855243,2460.278051729805,103015254.44291678,6.920662100456621,35040,8760.083333333334,False,True
3,-0.15307080962606004,0.12398667104865395,-0.006405429181842224,0.03774442745442994,-0.1466653804442178,0.12306286321086761,-0.012810858363684448,0.07548885490885988,-2933.307608884357,2461.257264217352,0.012810858363684448,0.07548885490885988,2933.307608884357,2461.257264217352,102783098.61530787,6.940639269406393,35040,8760.083333333334,False,True
4,-0.1530826618577598,0.1242881284043441,-0.0064325539019978685,0.03774735825695812,-0.1466501079557619,0.12337429947991808,-0.012865107803995737,0.07549471651391625,-2933.0021591152386,2467.4859895983614,0.012865107803995737,0.07549471651391625,2933.0021591152386,2467.4859895983614,102772395.65539797,6.889269406392693,35040,8760.125,False,True
5,-0.15298436000628549,0.1242287872370824,-0.006445893862981918,0.03806099289047762,-0.14653846614330354,0.12327731931053633,-0.012891787725963836,0.07612198578095523,-2930.7693228660705,2465.5463862107267,0.012891787725963836,0.07612198578095523,2930.7693228660705,2465.5463862107267,102694157.07322711,6.837899543378996,35040,8760.125,False,True
6,-0.15300290943398015,0.1241238376958678,-0.0063574489932893795,0.038028586247643256,-0.14664546044069082,0.12309596736117591,-0.012714897986578759,0.07605717249528651,-2932.909208813816,2461.919347223518,0.012714897986578759,0.07605717249528651,2932.909208813816,2461.919347223518,102769138.6768361,6.875000000000001,35040,8760.083333333334,False,True
7,-0.15290773843212263,0.12392575104038059,-0.006691111966428087,0.03843831743098162,-0.14621662646569455,0.12297209350230662,-0.013382223932856175,0.07687663486196324,-2924.332529313892,2459.441870046132,0.013382223932856175,0.07687663486196324,2924.332529313892,2459.441870046132,102468611.82715876,7.0605022831050235,35040,8760.083333333334,False,True
8,-0.1537338328215617,0.12457783536828143,-0.006588987551476641,0.03867726905515704,-0.14714484527008506,0.12356817677612512,-0.013177975102953283,0.07735453811031408,-2942.8969054017016,2471.3635355225024,0.013177975102953283,0.07735453811031408,2942.8969054017016,2471.3635355225024,103119107.56527562,6.952054794520548,35040,8760.083333333334,False,True
9,-0.15288848984326647,0.12485812683443252,-0.006194480376626049,0.03730878604939663,-0.14669400946664043,0.12390091948904072,-0.012388960753252099,0.07461757209879326,-2933.880189332808,2478.0183897808142,0.012388960753252099,0.07461757209879326,2933.880189332808,2478.0183897808142,102803161.8342216,6.6923515981735155,35040,8760.125,False,True
10,-0.15295381662571533,0.12481749471906978,-0.006553649672638079,0.038912238885154236,-0.14640016695307725,0.12366345498916756,-0.013107299345276158,0.07782447777030847,-2928.003339061545,2473.269099783351,0.013107299345276158,0.07782447777030847,2928.003339061545,2473.269099783351,102597237.00071654,6.835045662100457,35040,8760.125,False,True
11,-0.1533167233828399,0.12471099860262273,-0.006406702777104825,0.03782320949831098,-0.14691002060573505,0.12377205417421609,-0.01281340555420965,0.07564641899662196,-2938.2004121147006,2475.4410834843216,0.01281340555420965,0.07564641899662196,2938.2004121147006,2475.4410834843216,102954542.44049911,6.960616438356164,35040,8760.125,False,True
12,-0.15298850393790184,0.1243578683145006,-0.00664217873766906,0.03871894863390235,-0.14634632520023277,0.1232752566519733,-0.01328435747533812,0.0774378972678047,-2926.9265040046557,2465.5051330394654,0.01328435747533812,0.0774378972678047,2926.9265040046557,2465.5051330394654,102559504.70032313,6.989155251141553,35040,8760.083333333334,False,True
13,-0.15313085076549232,0.12408549653857752,-0.006845687418042458,0.03874046639842772,-0.14628516334744984,0.12318654128994616,-0.013691374836084916,0.07748093279685545,-2925.7032669489968,2463.730825798923,0.013691374836084916,0.07748093279685545,2925.7032669489968,2463.730825798923,102516642.47389285,7.146118721461186,35040,8760.125,False,True
14,-0.15299266274538473,0.12405743163356234,-0.006399040121460447,0.03780726239190252,-0.1465936226239243,0.12306310784604442,-0.012798080242920893,0.07561452478380504,-2931.8724524784857,2461.262156920888,0.012798080242920893,0.07561452478380504,2931.8724524784857,2461.262156920888,102732810.73484614,6.963470319634703,35040,8760.125,False,True
15,-0.1528251854111177,0.12448388220005115,-0.006144900734056257,0.03657589915471218,-0.14668028467706146,0.12367366718692589,-0.012289801468112514,0.07315179830942437,-2933.605693541228,2473.4733437385175,0.012289801468112514,0.07315179830942437,2933.605693541228,2473.4733437385175,102793543.50168464,6.77796803652968,35040,8760.125,False,True
16,-0.15305162562592306,0.1244061277151528,-0.006676623779383497,0.03966877125529702,-0.14637500184653957,0.12314870212111301,-0.013353247558766995,0.07933754251059404,-2927.5000369307913,2462.97404242226,0.013353247558766995,0.07933754251059404,2927.5000369307913,2462.97404242226,102579601.29405493,6.934931506849315,35040,8760.083333333334,False,True
17,-0.15377389443403303,0.12454401488618647,-0.006990984422258835,0.040465638058778626,-0.14678291001177424,0.12328145764539086,-0.01398196884451767,0.08093127611755725,-2935.6582002354835,2465.629152907817,0.01398196884451767,0.08093127611755725,2935.6582002354835,2465.629152907817,102865463.33625135,7.131849315068493,35040,8760.125,False,True
18,-0.15271867295013317,0.12428862483486686,-0.006145226335755268,0.0367410768480978,-0.14657344661437788,0.12338737340203396,-0.012290452671510537,0.0734821536961956,-2931.468932287557,2467.747468040679,0.012290452671510537,0.0734821536961956,2931.468932287557,2467.747468040679,102718671.387356,6.783675799086758,35040,8760.083333333334,False,True
19,-0.153673160309817,0.12476886809103083,-0.006546641183171842,0.0390285872958191,-0.14712651912664518,0.1235994191525707,-0.013093282366343684,0.0780571745916382,-2942.5303825329033,2471.988383051414,0.013093282366343684,0.0780571745916382,2942.5303825329033,2471.988383051414,103106264.60395293,6.795091324200913,35040,8760.125,False,True
20,-0.15273186303645267,0.12461627190576,-0.0068806772211464536,0.03954747670247199,-0.14585118581530623,0.12352634942876384,-0.013761354442292907,0.07909495340494398,-2917.0237163061242,2470.5269885752764,0.013761354442292907,0.07909495340494398,2917.0237163061242,2470.5269885752764,102212511.01936659,7.131849315068493,35040,8760.125,False,True
21,-0.15295429098272625,0.12473157046950786,-0.006482650329225262,0.03846611906334928,-0.14647164065350102,0.12364382916446628,-0.012965300658450524,0.07693223812669855,-2929.43281307002,2472.8765832893255,0.012965300658450524,0.07693223812669855,2929.43281307002,2472.8765832893255,102647325.7699735,6.9006849315068495,35040,8760.083333333334,False,True
